seconds,co2,temp,humidity
33,918.0215466619613,23.69420623779297,44.91976437438919
34,918.1802255365714,23.69420623779297,44.90370917628361
35,918.3321708610673,23.693412011025455,44.88965000542189
36,918.441203230784,23.687556172362175,44.88831152801314
37,918.5502356005007,23.681700333698895,44.88697305060439
38,918.6702948110001,23.685864475256096,44.874184023597174
39,918.7922149061205,23.691719584105183,44.859462607062326
40,918.9072628932128,23.69420623779297,44.84396513710169
41,919.0172377675715,23.69420623779297,44.827894770658624
42,919.0897825801419,23.69420623779297,44.81182305031664
43,919.0735201066326,23.69420623779297,44.79574811768798
44,919.0597373789792,23.694313678307832,44.78007877196261
45,919.1785643688236,23.70016673032955,44.78609905404209
46,919.2973913586679,23.706019782351266,44.79211933612157
47,919.4427919952719,23.717051200358632,44.7793992424234
48,919.5976633208187,23.72992815706551,44.76000019076109
49,919.718169924195,23.73426102596474,44.751281418133104
50,919.7977104775055,23.728408521411545,44.75529456411244
51,919.9035209706756,23.725628014130844,44.75790377797639
52,920.1332925802589,23.73734347500046,44.75388819584455
53,920.3630641898422,23.749058935870078,44.749872613712725
54,920.4873702639335,23.750289916992188,44.74526025430386
55,920.5992936460505,23.750289916992188,44.74057782736853
56,920.6912077165362,23.753884609732307,44.732607200838366
57,920.7705326730032,23.75974094932973,44.7225677615285
58,920.8687694533538,23.766700614051647,44.713550485462136
59,921.0047191243215,23.77586046739585,44.706571549580836
60,921.0799750849337,23.775553528680895,44.69075856502835
61,921.1121500463242,23.76852696681317,44.66867508487263
62,921.2670519646557,23.76934860664959,44.65882373139815
63,921.7020142673235,23.788079680895514,44.676885838706724
