seconds,co2,temp,humidity
5.507469177246094e-05,530.6609497070312,24.826431274414062,34.00421142578125
0.6646604537963867,530.3397216796875,24.813079833984375,33.935546875
1.8302056789398193,531.1215209960938,24.842453002929688,34.0179443359375
4.074749231338501,531.1181640625,24.813079833984375,34.0301513671875
6.317280530929565,531.3573608398438,24.855804443359375,34.0179443359375
8.560773611068726,531.4945678710938,24.842453002929688,34.0179443359375
10.803364276885986,531.4150390625,24.826431274414062,34.01641845703125
13.047550201416016,531.3021240234375,24.799728393554688,34.01336669921875
15.290848016738892,531.3029174804688,24.842453002929688,33.97674560546875
17.53373408317566,531.09716796875,24.826431274414062,33.966064453125
19.777862310409546,531.3539428710938,24.842453002929688,34.0179443359375
22.020267963409424,530.9462890625,24.826431274414062,33.95233154296875
24.26313352584839,530.9361572265625,24.826431274414062,33.966064453125
26.504838705062866,530.9864501953125,24.855804443359375,33.94012451171875
