seconds,co2,temp,humidity
73.11413645744324,1422.0013427734375,23.015945434570312,35.65673828125
75.35814094543457,1424.7474365234375,23.029296875,35.59112548828125
77.6014666557312,1428.5513916015625,23.029296875,35.47210693359375
79.84559464454651,1429.88623046875,23.029296875,35.4583740234375
82.09044432640076,1428.3070068359375,23.015945434570312,35.37750244140625
84.33513593673706,1427.958251953125,23.029296875,35.2996826171875
86.5783474445343,1427.5894775390625,23.015945434570312,35.2203369140625
88.82091331481934,1429.71533203125,22.999923706054688,35.1104736328125
91.06527328491211,1427.3055419921875,22.999923706054688,35.09674072265625
93.31033134460449,1427.484375,23.029296875,35.08758544921875
95.55426692962646,1427.9522705078125,23.015945434570312,35.06011962890625
97.7980797290802,1424.4141845703125,23.029296875,35.0738525390625
