seconds,co2,temp,humidity
1.430511474609375e-06,920.3043212890625,23.525978088378906,45.24688720703125
1.7407217025756836,919.111083984375,23.55268096923828,45.166015625
4.02689528465271,919.06005859375,23.55268096923828,45.18890380859375
6.306955099105835,919.0076293945312,23.568702697753906,45.1690673828125
8.048978805541992,918.6129150390625,23.582054138183594,45.14312744140625
10.329029083251953,918.1187744140625,23.582054138183594,45.1568603515625
12.61012053489685,918.1443481445312,23.582054138183594,45.10650634765625
14.891150712966919,918.5289306640625,23.59540557861328,45.0592041015625
17.172954320907593,918.3939819335938,23.60875701904297,45.050048828125
19.449898958206177,918.637939453125,23.59540557861328,45.0592041015625
21.730154037475586,917.8327026367188,23.60875701904297,45.01495361328125
24.00899600982666,918.3707885742188,23.65148162841797,44.98138427734375
26.288154125213623,918.5498657226562,23.63813018798828,44.94171142578125
28.566160202026367,918.510009765625,23.65148162841797,44.98138427734375
30.8442702293396,918.2898559570312,23.68085479736328,44.9005126953125
32.583420753479004,917.9554443359375,23.69420623779297,44.92645263671875
